first_name,last_name,payment_date,SUM(amount)
Mike,Hillyer,2005-08-19 07:34:53,1.99
Mike,Hillyer,2005-08-19 07:36:42,0.99
Jon,Stephens,2005-08-19 07:36:44,4.99
Mike,Hillyer,2005-08-19 07:37:58,0.99
Jon,Stephens,2005-08-19 07:39:29,1.99
Jon,Stephens,2005-08-19 07:40:08,0.99
Mike,Hillyer,2005-08-19 07:45:42,0.99
Jon,Stephens,2005-08-19 07:47:16,2.99
Mike,Hillyer,2005-08-19 07:47:43,0.99
Mike,Hillyer,2005-08-19 07:50:35,0.99
Mike,Hillyer,2005-08-19 07:52:21,3.99
Mike,Hillyer,2005-08-19 07:53:58,4.99
Jon,Stephens,2005-08-19 07:54:59,7.99
Jon,Stephens,2005-08-19 07:55:51,6.99
Jon,Stephens,2005-08-19 07:56:08,4.99
Jon,Stephens,2005-08-19 07:56:51,7.99
Mike,Hillyer,2005-08-19 07:57:14,4.99
Mike,Hillyer,2005-08-19 08:02:24,1.99
Mike,Hillyer,2005-08-19 08:04:50,8.99
Jon,Stephens,2005-08-19 08:07:43,2.99
Jon,Stephens,2005-08-19 08:07:50,5.99
Jon,Stephens,2005-08-19 08:08:04,5.99
Mike,Hillyer,2005-08-19 08:13:54,5.99
Mike,Hillyer,2005-08-19 08:19:21,4.99
Jon,Stephens,2005-08-19 08:22:45,2.99
Jon,Stephens,2005-08-19 08:25:16,0.99
Mike,Hillyer,2005-08-19 08:27:23,2.99
Mike,Hillyer,2005-08-19 08:28:04,2.99
Jon,Stephens,2005-08-19 08:28:11,2.99
Jon,Stephens,2005-08-19 08:30:04,2.99
Mike,Hillyer,2005-08-19 08:31:50,0.99
Mike,Hillyer,2005-08-19 08:34:39,3.99
Jon,Stephens,2005-08-19 08:41:29,2.99
Mike,Hillyer,2005-08-19 08:46:45,0.99
Jon,Stephens,2005-08-19 08:48:37,4.99
Mike,Hillyer,2005-08-19 08:53:57,3.99
Jon,Stephens,2005-08-19 08:55:16,4.99
Mike,Hillyer,2005-08-19 08:55:19,0.99
Jon,Stephens,2005-08-19 09:04:24,0.99
Jon,Stephens,2005-08-19 09:05:38,8.99
Mike,Hillyer,2005-08-19 09:06:08,0.99
Jon,Stephens,2005-08-19 09:07:13,4.99
Mike,Hillyer,2005-08-19 09:14:31,0.99
Mike,Hillyer,2005-08-19 09:17:35,4.99
Mike,Hillyer,2005-08-19 09:21:10,7.99
Jon,Stephens,2005-08-19 09:24:49,0.99
Mike,Hillyer,2005-08-19 09:25:06,4.99
Mike,Hillyer,2005-08-19 09:25:40,5.99
Jon,Stephens,2005-08-19 09:31:23,6.99
Mike,Hillyer,2005-08-19 09:31:33,4.99
Mike,Hillyer,2005-08-19 09:31:42,9.99
Jon,Stephens,2005-08-19 09:31:48,10.99
Jon,Stephens,2005-08-19 09:34:02,4.99
Jon,Stephens,2005-08-19 09:36:28,2.99
Mike,Hillyer,2005-08-19 09:40:05,6.99
Jon,Stephens,2005-08-19 09:40:53,4.99
Jon,Stephens,2005-08-19 09:42:01,0.99
Jon,Stephens,2005-08-19 09:43:25,9.99
Mike,Hillyer,2005-08-19 09:43:39,4.99
Jon,Stephens,2005-08-19 09:44:17,7.99
Mike,Hillyer,2005-08-19 09:45:41,1.99
Mike,Hillyer,2005-08-19 09:46:53,4.99
Mike,Hillyer,2005-08-19 09:48:52,4.99
Jon,Stephens,2005-08-19 09:50:39,0.99
Jon,Stephens,2005-08-19 09:51:17,5.99
Jon,Stephens,2005-08-19 09:55:16,0.99
Mike,Hillyer,2005-08-19 09:55:20,4.99
Jon,Stephens,2005-08-19 09:56:23,0.99
Jon,Stephens,2005-08-19 10:01:07,5.99
Mike,Hillyer,2005-08-19 10:03:30,2.99
Jon,Stephens,2005-08-19 10:05:38,2.99
Jon,Stephens,2005-08-19 10:06:53,8.99
Jon,Stephens,2005-08-19 10:10:10,4.99
Jon,Stephens,2005-08-19 10:10:26,4.99
Jon,Stephens,2005-08-19 10:15:19,2.99
Jon,Stephens,2005-08-19 10:16:43,8.99
Mike,Hillyer,2005-08-19 10:18:00,4.99
Mike,Hillyer,2005-08-19 10:19:06,0.99
Mike,Hillyer,2005-08-19 10:19:19,5.99
Jon,Stephens,2005-08-19 10:26:45,2.99
Mike,Hillyer,2005-08-19 10:27:25,0.99
Jon,Stephens,2005-08-19 10:28:22,0.99
Jon,Stephens,2005-08-19 10:32:28,0.99
Jon,Stephens,2005-08-19 10:33:52,6.99
Mike,Hillyer,2005-08-19 10:36:11,0.99
Mike,Hillyer,2005-08-19 10:38:56,0.99
Jon,Stephens,2005-08-19 10:39:54,5.99
Mike,Hillyer,2005-08-19 10:40:10,2.99
Jon,Stephens,2005-08-19 10:41:09,0.99
Jon,Stephens,2005-08-19 10:46:16,6.99
Jon,Stephens,2005-08-19 10:47:58,0.99
Mike,Hillyer,2005-08-19 10:48:10,6.99
Jon,Stephens,2005-08-19 10:49:03,4.99
Mike,Hillyer,2005-08-19 10:50:43,4.99
Jon,Stephens,2005-08-19 10:51:59,2.99
Jon,Stephens,2005-08-19 10:55:19,9.99
Jon,Stephens,2005-08-19 10:55:45,2.99
Jon,Stephens,2005-08-19 11:01:54,7.99
Jon,Stephens,2005-08-19 11:02:03,7.99
Mike,Hillyer,2005-08-19 11:05:51,2.99
Jon,Stephens,2005-08-19 11:06:06,2.99
Mike,Hillyer,2005-08-19 11:06:16,7.99
Jon,Stephens,2005-08-19 11:13:58,4.99
Mike,Hillyer,2005-08-19 11:23:20,4.99
Jon,Stephens,2005-08-19 11:24:37,0.99
Jon,Stephens,2005-08-19 11:25:10,4.99
Jon,Stephens,2005-08-19 11:27:10,2.99
Jon,Stephens,2005-08-19 11:27:20,2.99
Mike,Hillyer,2005-08-19 11:27:32,10.99
Jon,Stephens,2005-08-19 11:27:43,2.99
Mike,Hillyer,2005-08-19 11:31:41,6.99
Mike,Hillyer,2005-08-19 11:33:20,0.99
Jon,Stephens,2005-08-19 11:39:58,4.99
Jon,Stephens,2005-08-19 11:44:59,4.99
Jon,Stephens,2005-08-19 11:47:38,3.99
Jon,Stephens,2005-08-19 11:51:39,2.99
Mike,Hillyer,2005-08-19 11:53:49,4.99
Jon,Stephens,2005-08-19 11:55:13,2.99
Jon,Stephens,2005-08-19 11:55:59,5.99
Mike,Hillyer,2005-08-19 11:57:49,5.99
Mike,Hillyer,2005-08-19 12:00:28,5.99
Mike,Hillyer,2005-08-19 12:04:03,2.99
Mike,Hillyer,2005-08-19 12:04:16,4.99
Jon,Stephens,2005-08-19 12:05:04,8.99
Jon,Stephens,2005-08-19 12:06:42,2.99
Jon,Stephens,2005-08-19 12:08:13,9.99
Jon,Stephens,2005-08-19 12:10:57,3.99
Mike,Hillyer,2005-08-19 12:11:03,2.99
Mike,Hillyer,2005-08-19 12:14:14,0.99
Mike,Hillyer,2005-08-19 12:22:52,0.99
Jon,Stephens,2005-08-19 12:24:23,7.99
Mike,Hillyer,2005-08-19 12:26:32,4.99
Jon,Stephens,2005-08-19 12:30:01,2.99
Jon,Stephens,2005-08-19 12:32:10,4.99
Mike,Hillyer,2005-08-19 12:35:56,5.99
Mike,Hillyer,2005-08-19 12:41:41,0.99
Jon,Stephens,2005-08-19 12:42:28,5.99
Jon,Stephens,2005-08-19 12:44:38,3.99
Mike,Hillyer,2005-08-19 12:45:55,8.99
Mike,Hillyer,2005-08-19 12:53:53,0.99
Jon,Stephens,2005-08-19 12:54:42,7.99
Jon,Stephens,2005-08-19 12:55:09,4.99
Mike,Hillyer,2005-08-19 12:55:30,0.99
Mike,Hillyer,2005-08-19 13:07:12,6.99
Mike,Hillyer,2005-08-19 13:08:19,2.99
Jon,Stephens,2005-08-19 13:08:23,4.99
Mike,Hillyer,2005-08-19 13:09:32,6.99
Jon,Stephens,2005-08-19 13:09:47,1.99
Jon,Stephens,2005-08-19 13:09:54,2.99
Mike,Hillyer,2005-08-19 13:10:23,7.99
Jon,Stephens,2005-08-19 13:10:42,4.99
Mike,Hillyer,2005-08-19 13:12:28,2.99
Jon,Stephens,2005-08-19 13:18:10,2.99
Mike,Hillyer,2005-08-19 13:19:59,4.99
Jon,Stephens,2005-08-19 13:21:04,0.99
Jon,Stephens,2005-08-19 13:28:26,2.99
Jon,Stephens,2005-08-19 13:29:46,0.99
Mike,Hillyer,2005-08-19 13:30:55,3.99
Jon,Stephens,2005-08-19 13:34:10,0.99
Mike,Hillyer,2005-08-19 13:36:28,2.99
Jon,Stephens,2005-08-19 13:36:41,2.99
Mike,Hillyer,2005-08-19 13:37:28,6.99
Jon,Stephens,2005-08-19 13:43:35,2.99
Mike,Hillyer,2005-08-19 13:45:48,7.99
Mike,Hillyer,2005-08-19 13:48:54,2.99
Mike,Hillyer,2005-08-19 13:49:07,0.99
Jon,Stephens,2005-08-19 13:50:36,2.99
Mike,Hillyer,2005-08-19 13:52:50,4.99
Mike,Hillyer,2005-08-19 13:54:53,4.99
Jon,Stephens,2005-08-19 13:56:54,2.99
Jon,Stephens,2005-08-19 13:56:58,0.99
Mike,Hillyer,2005-08-19 13:59:53,4.99
Jon,Stephens,2005-08-19 14:00:38,4.99
Jon,Stephens,2005-08-19 14:00:56,5.99
Jon,Stephens,2005-08-19 14:09:26,5.99
Mike,Hillyer,2005-08-19 14:16:18,4.99
Mike,Hillyer,2005-08-19 14:22:30,0.99
Jon,Stephens,2005-08-19 14:23:19,5.99
Mike,Hillyer,2005-08-19 14:24:48,0.99
Jon,Stephens,2005-08-19 14:27:03,8.99
Jon,Stephens,2005-08-19 14:27:16,8.99
Jon,Stephens,2005-08-19 14:27:59,1.99
Mike,Hillyer,2005-08-19 14:28:48,4.99
Mike,Hillyer,2005-08-19 14:30:06,8.99
Jon,Stephens,2005-08-19 14:33:45,6.99
Mike,Hillyer,2005-08-19 14:34:12,6.99
Jon,Stephens,2005-08-19 14:39:14,4.99
Mike,Hillyer,2005-08-19 14:40:32,4.99
Mike,Hillyer,2005-08-19 14:44:03,2.99
Jon,Stephens,2005-08-19 14:47:18,2.99
Mike,Hillyer,2005-08-19 14:53:22,3.99
Jon,Stephens,2005-08-19 14:55:58,3.99
Jon,Stephens,2005-08-19 14:56:05,2.99
Jon,Stephens,2005-08-19 14:58:30,8.99
Jon,Stephens,2005-08-19 15:00:58,7.99
Mike,Hillyer,2005-08-19 15:02:48,4.99
Jon,Stephens,2005-08-19 15:05:26,3.99
Jon,Stephens,2005-08-19 15:05:34,2.99
Mike,Hillyer,2005-08-19 15:14:38,3.99
Jon,Stephens,2005-08-19 15:18:55,0.99
Jon,Stephens,2005-08-19 15:23:38,4.99
Jon,Stephens,2005-08-19 15:23:41,0.99
Jon,Stephens,2005-08-19 15:24:07,1.99
Jon,Stephens,2005-08-19 15:25:48,0.99
Mike,Hillyer,2005-08-19 15:31:06,4.99
Jon,Stephens,2005-08-19 15:35:38,8.99
Jon,Stephens,2005-08-19 15:36:05,1.99
Jon,Stephens,2005-08-19 15:38:39,4.99
Jon,Stephens,2005-08-19 15:39:39,0.99
Mike,Hillyer,2005-08-19 15:40:28,2.99
Mike,Hillyer,2005-08-19 15:42:32,2.99
Jon,Stephens,2005-08-19 15:45:47,3.99
Jon,Stephens,2005-08-19 15:47:58,4.99
Mike,Hillyer,2005-08-19 15:52:04,2.99
Jon,Stephens,2005-08-19 15:52:13,8.99
Jon,Stephens,2005-08-19 15:54:33,2.99
Mike,Hillyer,2005-08-19 16:05:36,0.99
Mike,Hillyer,2005-08-19 16:05:38,0.99
Mike,Hillyer,2005-08-19 16:08:16,2.99
Mike,Hillyer,2005-08-19 16:08:33,2.99
Jon,Stephens,2005-08-19 16:12:07,0.99
Jon,Stephens,2005-08-19 16:12:49,9.99
Jon,Stephens,2005-08-19 16:13:32,2.99
Mike,Hillyer,2005-08-19 16:14:41,2.99
Mike,Hillyer,2005-08-19 16:17:15,1.99
Jon,Stephens,2005-08-19 16:17:53,4.99
Jon,Stephens,2005-08-19 16:18:24,9.99
Jon,Stephens,2005-08-19 16:18:36,1.99
Jon,Stephens,2005-08-19 16:20:56,2.99
Jon,Stephens,2005-08-19 16:22:13,4.99
Jon,Stephens,2005-08-19 16:22:14,0.99
Mike,Hillyer,2005-08-19 16:25:00,7.99
Mike,Hillyer,2005-08-19 16:28:47,2.99
Mike,Hillyer,2005-08-19 16:33:16,2.99
Mike,Hillyer,2005-08-19 16:43:04,4.99
Jon,Stephens,2005-08-19 16:43:41,4.99
Mike,Hillyer,2005-08-19 16:45:59,0.99
Mike,Hillyer,2005-08-19 16:47:41,9.98
Jon,Stephens,2005-08-19 16:47:55,3.99
Jon,Stephens,2005-08-19 16:48:37,2.99
Jon,Stephens,2005-08-19 16:50:50,2.99
Mike,Hillyer,2005-08-19 16:53:56,4.99
Mike,Hillyer,2005-08-19 16:54:01,4.99
Jon,Stephens,2005-08-19 16:54:12,18.98
Jon,Stephens,2005-08-19 17:01:20,3.99
Mike,Hillyer,2005-08-19 17:05:37,4.99
Jon,Stephens,2005-08-19 17:08:53,2.99
Jon,Stephens,2005-08-19 17:09:22,6.99
Mike,Hillyer,2005-08-19 17:20:15,5.99
Jon,Stephens,2005-08-19 17:26:55,10.99
Mike,Hillyer,2005-08-19 17:27:10,3.99
Mike,Hillyer,2005-08-19 17:29:00,2.99
Jon,Stephens,2005-08-19 17:31:20,2.99
Jon,Stephens,2005-08-19 17:31:36,0.99
Mike,Hillyer,2005-08-19 17:33:50,0.99
Mike,Hillyer,2005-08-19 17:34:00,2.99
Jon,Stephens,2005-08-19 17:41:16,1.99
Mike,Hillyer,2005-08-19 17:42:06,9.99
Jon,Stephens,2005-08-19 17:49:13,5.98
Jon,Stephens,2005-08-19 17:50:03,2.99
Mike,Hillyer,2005-08-19 17:53:38,0.99
Mike,Hillyer,2005-08-19 17:53:42,8.99
Jon,Stephens,2005-08-19 17:57:35,5.99
Mike,Hillyer,2005-08-19 17:57:53,2.99
Jon,Stephens,2005-08-19 18:02:18,4.99
Jon,Stephens,2005-08-19 18:02:51,2.99
Mike,Hillyer,2005-08-19 18:07:47,2.99
Jon,Stephens,2005-08-19 18:08:18,2.99
Mike,Hillyer,2005-08-19 18:10:19,2.99
Mike,Hillyer,2005-08-19 18:12:31,3.99
Mike,Hillyer,2005-08-19 18:18:44,2.99
Mike,Hillyer,2005-08-19 18:28:07,0.99
Mike,Hillyer,2005-08-19 18:28:24,7.99
Mike,Hillyer,2005-08-19 18:30:10,4.99
Mike,Hillyer,2005-08-19 18:31:30,2.99
Jon,Stephens,2005-08-19 18:31:50,2.99
Mike,Hillyer,2005-08-19 18:32:11,2.99
Jon,Stephens,2005-08-19 18:35:32,0.99
Jon,Stephens,2005-08-19 18:35:52,4.99
Jon,Stephens,2005-08-19 18:36:35,0.99
Mike,Hillyer,2005-08-19 18:43:53,0.99
Jon,Stephens,2005-08-19 18:45:49,2.99
Jon,Stephens,2005-08-19 18:46:33,2.99
Jon,Stephens,2005-08-19 18:46:56,8.99
Jon,Stephens,2005-08-19 18:53:15,3.99
Mike,Hillyer,2005-08-19 18:54:26,2.99
Mike,Hillyer,2005-08-19 18:55:21,4.99
Mike,Hillyer,2005-08-19 18:56:32,1.99
Jon,Stephens,2005-08-19 18:57:05,6.99
Jon,Stephens,2005-08-19 18:57:29,0.99
Jon,Stephens,2005-08-19 18:58:44,2.99
Mike,Hillyer,2005-08-19 18:59:42,7.99
Jon,Stephens,2005-08-19 19:04:00,4.99
Jon,Stephens,2005-08-19 19:05:16,0.99
Mike,Hillyer,2005-08-19 19:07:09,0.99
Jon,Stephens,2005-08-19 19:09:14,0.99
Jon,Stephens,2005-08-19 19:11:41,2.99
Jon,Stephens,2005-08-19 19:12:43,5.99
Jon,Stephens,2005-08-19 19:16:18,2.99
Jon,Stephens,2005-08-19 19:23:30,4.99
Jon,Stephens,2005-08-19 19:25:42,2.99
Mike,Hillyer,2005-08-19 19:33:57,2.99
Jon,Stephens,2005-08-19 19:35:13,7.99
Jon,Stephens,2005-08-19 19:35:33,4.99
Mike,Hillyer,2005-08-19 19:40:37,4.99
Jon,Stephens,2005-08-19 19:43:08,4.99
Jon,Stephens,2005-08-19 19:48:07,2.99
Jon,Stephens,2005-08-19 19:51:00,0.99
Jon,Stephens,2005-08-19 19:52:02,4.99
Mike,Hillyer,2005-08-19 19:52:52,4.99
Jon,Stephens,2005-08-19 19:55:45,4.99
Mike,Hillyer,2005-08-19 19:56:01,4.99
Mike,Hillyer,2005-08-19 19:56:55,3.99
Mike,Hillyer,2005-08-19 19:59:21,2.99
Jon,Stephens,2005-08-19 20:00:25,4.99
Mike,Hillyer,2005-08-19 20:00:51,2.99
Mike,Hillyer,2005-08-19 20:02:33,0.99
Jon,Stephens,2005-08-19 20:03:18,0.99
Jon,Stephens,2005-08-19 20:03:22,5.99
Mike,Hillyer,2005-08-19 20:06:57,2.99
Jon,Stephens,2005-08-19 20:09:59,4.99
Jon,Stephens,2005-08-19 20:18:36,8.99
Mike,Hillyer,2005-08-19 20:18:39,3.99
Mike,Hillyer,2005-08-19 20:18:53,3.99
Mike,Hillyer,2005-08-19 20:21:36,0.99
Jon,Stephens,2005-08-19 20:22:08,3.99
Jon,Stephens,2005-08-19 20:22:44,3.99
Mike,Hillyer,2005-08-19 20:25:24,6.99
Jon,Stephens,2005-08-19 20:28:21,7.99
Jon,Stephens,2005-08-19 20:28:48,10.99
Mike,Hillyer,2005-08-19 20:31:48,4.99
Jon,Stephens,2005-08-19 20:43:16,2.99
Jon,Stephens,2005-08-19 20:44:00,9.99
Mike,Hillyer,2005-08-19 20:51:40,4.99
Jon,Stephens,2005-08-19 20:53:43,2.99
Mike,Hillyer,2005-08-19 20:55:23,4.99
Jon,Stephens,2005-08-19 20:59:19,4.99
Jon,Stephens,2005-08-19 21:02:21,0.99
Jon,Stephens,2005-08-19 21:02:59,4.99
Jon,Stephens,2005-08-19 21:04:20,4.99
Jon,Stephens,2005-08-19 21:04:49,9.99
Mike,Hillyer,2005-08-19 21:05:11,4.99
Jon,Stephens,2005-08-19 21:07:22,4.99
Mike,Hillyer,2005-08-19 21:07:54,0.99
Jon,Stephens,2005-08-19 21:07:59,2.99
Mike,Hillyer,2005-08-19 21:09:30,2.99
Jon,Stephens,2005-08-19 21:12:37,6.99
Jon,Stephens,2005-08-19 21:14:45,4.99
Mike,Hillyer,2005-08-19 21:19:27,2.99
Jon,Stephens,2005-08-19 21:19:35,4.99
Mike,Hillyer,2005-08-19 21:19:47,0.99
Jon,Stephens,2005-08-19 21:20:11,1.99
Mike,Hillyer,2005-08-19 21:21:47,4.99
Mike,Hillyer,2005-08-19 21:23:19,2.99
Jon,Stephens,2005-08-19 21:23:31,2.99
Jon,Stephens,2005-08-19 21:31:31,7.99
Mike,Hillyer,2005-08-19 21:31:45,0.99
Jon,Stephens,2005-08-19 21:32:23,1.99
Jon,Stephens,2005-08-19 21:33:35,0.99
Jon,Stephens,2005-08-19 21:33:39,4.99
Jon,Stephens,2005-08-19 21:36:58,0.99
Mike,Hillyer,2005-08-19 21:37:57,2.99
Jon,Stephens,2005-08-19 21:38:41,7.99
Mike,Hillyer,2005-08-19 21:38:44,7.99
Jon,Stephens,2005-08-19 21:38:51,4.99
Mike,Hillyer,2005-08-19 21:39:35,4.99
Mike,Hillyer,2005-08-19 21:43:58,2.99
Jon,Stephens,2005-08-19 21:46:10,2.99
Mike,Hillyer,2005-08-19 21:46:49,4.99
Mike,Hillyer,2005-08-19 21:52:51,2.99
Mike,Hillyer,2005-08-19 22:01:42,4.99
Mike,Hillyer,2005-08-19 22:03:22,8.99
Mike,Hillyer,2005-08-19 22:03:46,5.99
Jon,Stephens,2005-08-19 22:05:19,4.99
Jon,Stephens,2005-08-19 22:05:40,0.99
Mike,Hillyer,2005-08-19 22:06:09,0.99
Jon,Stephens,2005-08-19 22:06:35,7.99
Mike,Hillyer,2005-08-19 22:08:48,0.99
Jon,Stephens,2005-08-19 22:09:28,4.99
Mike,Hillyer,2005-08-19 22:11:44,4.99
Jon,Stephens,2005-08-19 22:16:16,3.99
Jon,Stephens,2005-08-19 22:16:53,4.99
Mike,Hillyer,2005-08-19 22:18:07,8.99
Mike,Hillyer,2005-08-19 22:18:42,0.99
Jon,Stephens,2005-08-19 22:20:49,4.99
Jon,Stephens,2005-08-19 22:22:01,2.99
Mike,Hillyer,2005-08-19 22:26:26,0.99
Jon,Stephens,2005-08-19 22:34:51,4.99
Mike,Hillyer,2005-08-19 22:36:26,2.99
Mike,Hillyer,2005-08-19 22:41:44,3.99
Mike,Hillyer,2005-08-19 22:43:38,4.99
Jon,Stephens,2005-08-19 22:46:35,5.99
Mike,Hillyer,2005-08-19 22:46:46,3.99
Mike,Hillyer,2005-08-19 22:47:34,4.99
Jon,Stephens,2005-08-19 22:48:09,2.99
Mike,Hillyer,2005-08-19 22:48:48,4.99
Mike,Hillyer,2005-08-19 22:51:39,0.99
Jon,Stephens,2005-08-19 22:53:56,5.99
Mike,Hillyer,2005-08-19 22:57:25,9.99
Mike,Hillyer,2005-08-19 23:07:24,4.99
Jon,Stephens,2005-08-19 23:07:42,1.99
Jon,Stephens,2005-08-19 23:10:09,0.99
Mike,Hillyer,2005-08-19 23:11:44,2.99
Jon,Stephens,2005-08-19 23:15:00,0.99
Jon,Stephens,2005-08-19 23:19:02,4.99
Jon,Stephens,2005-08-19 23:25:37,6.99
Jon,Stephens,2005-08-19 23:25:43,0.99
Jon,Stephens,2005-08-19 23:28:15,4.99
Mike,Hillyer,2005-08-19 23:29:06,0.99
Jon,Stephens,2005-08-19 23:30:53,0.99
Jon,Stephens,2005-08-19 23:34:26,2.99
Mike,Hillyer,2005-08-19 23:35:44,0.99
Mike,Hillyer,2005-08-19 23:36:25,0.99
Jon,Stephens,2005-08-19 23:37:52,4.99
Jon,Stephens,2005-08-19 23:38:02,2.99
Mike,Hillyer,2005-08-19 23:42:16,3.99
Jon,Stephens,2005-08-19 23:42:52,2.99
Jon,Stephens,2005-08-19 23:48:23,6.99
Jon,Stephens,2005-08-19 23:50:45,5.99
Mike,Hillyer,2005-08-19 23:53:42,7.99
Jon,Stephens,2005-08-20 00:00:24,0.99
Jon,Stephens,2005-08-20 00:05:33,2.99
Jon,Stephens,2005-08-20 00:06:13,4.99
Mike,Hillyer,2005-08-20 00:09:36,0.99
Mike,Hillyer,2005-08-20 00:12:43,0.99
Jon,Stephens,2005-08-20 00:17:01,2.99
Mike,Hillyer,2005-08-20 00:18:15,0.99
Jon,Stephens,2005-08-20 00:18:25,6.99
Jon,Stephens,2005-08-20 00:20:07,0.99
Jon,Stephens,2005-08-20 00:30:51,5.99
Jon,Stephens,2005-08-20 00:30:52,2.99
Mike,Hillyer,2005-08-20 00:32:17,1.99
Mike,Hillyer,2005-08-20 00:33:19,0.99
Jon,Stephens,2005-08-20 00:33:22,0.99
Jon,Stephens,2005-08-20 00:35:30,4.99
Jon,Stephens,2005-08-20 00:45:40,6.99
Mike,Hillyer,2005-08-20 00:48:24,4.99
Jon,Stephens,2005-08-20 00:49:04,9.99
Mike,Hillyer,2005-08-20 00:49:19,4.99
Mike,Hillyer,2005-08-20 00:50:54,8.99
Jon,Stephens,2005-08-20 00:54:14,2.99
Jon,Stephens,2005-08-20 00:55:16,2.99
Mike,Hillyer,2005-08-20 00:56:44,11.98
Mike,Hillyer,2005-08-20 00:59:36,0.99
Jon,Stephens,2005-08-20 01:01:16,4.99
Jon,Stephens,2005-08-20 01:02:26,2.99
Mike,Hillyer,2005-08-20 01:03:31,5.99
Mike,Hillyer,2005-08-20 01:03:50,4.99
Mike,Hillyer,2005-08-20 01:04:32,0.99
Jon,Stephens,2005-08-20 01:05:05,4.99
Mike,Hillyer,2005-08-20 01:06:04,2.99
Mike,Hillyer,2005-08-20 01:07:00,2.99
Mike,Hillyer,2005-08-20 01:07:14,2.99
Mike,Hillyer,2005-08-20 01:09:11,0.99
Mike,Hillyer,2005-08-20 01:10:27,6.99
Mike,Hillyer,2005-08-20 01:11:12,6.99
Mike,Hillyer,2005-08-20 01:14:30,2.99
Jon,Stephens,2005-08-20 01:16:38,2.99
Jon,Stephens,2005-08-20 01:16:52,0.99
Mike,Hillyer,2005-08-20 01:20:14,0.99
Jon,Stephens,2005-08-20 01:27:05,2.99
Mike,Hillyer,2005-08-20 01:28:42,0.99
Mike,Hillyer,2005-08-20 01:29:06,2.99
Jon,Stephens,2005-08-20 01:29:29,0.99
Mike,Hillyer,2005-08-20 01:30:56,4.99
Mike,Hillyer,2005-08-20 01:32:04,7.99
Jon,Stephens,2005-08-20 01:33:36,3.99
Jon,Stephens,2005-08-20 01:36:34,2.99
Mike,Hillyer,2005-08-20 01:40:25,0.99
Jon,Stephens,2005-08-20 01:42:29,8.99
Jon,Stephens,2005-08-20 01:46:38,2.99
Jon,Stephens,2005-08-20 01:51:23,5.99
Jon,Stephens,2005-08-20 01:52:30,6.99
Jon,Stephens,2005-08-20 01:54:39,3.99
Mike,Hillyer,2005-08-20 01:56:20,0.99
Jon,Stephens,2005-08-20 01:58:15,0.99
Jon,Stephens,2005-08-20 02:00:33,5.99
Jon,Stephens,2005-08-20 02:01:48,5.99
Jon,Stephens,2005-08-20 02:05:57,4.99
Jon,Stephens,2005-08-20 02:07:06,5.99
Jon,Stephens,2005-08-20 02:10:27,4.99
Mike,Hillyer,2005-08-20 02:12:54,7.99
Mike,Hillyer,2005-08-20 02:14:16,0.99
Mike,Hillyer,2005-08-20 02:18:30,6.99
Jon,Stephens,2005-08-20 02:21:40,0.99
Jon,Stephens,2005-08-20 02:27:13,8.99
Jon,Stephens,2005-08-20 02:27:53,2.99
Mike,Hillyer,2005-08-20 02:28:09,0.99
Mike,Hillyer,2005-08-20 02:29:47,0.99
Jon,Stephens,2005-08-20 02:32:45,7.99
Jon,Stephens,2005-08-20 02:33:17,4.99
Jon,Stephens,2005-08-20 02:36:17,2.99
Jon,Stephens,2005-08-20 02:37:07,0.99
Jon,Stephens,2005-08-20 02:41:46,0.99
Jon,Stephens,2005-08-20 02:42:28,2.99
Jon,Stephens,2005-08-20 02:44:06,3.99
Jon,Stephens,2005-08-20 02:47:03,6.99
Mike,Hillyer,2005-08-20 02:48:43,6.99
Jon,Stephens,2005-08-20 02:50:44,5.99
Jon,Stephens,2005-08-20 02:58:42,4.99
Mike,Hillyer,2005-08-20 03:00:47,2.99
Mike,Hillyer,2005-08-20 03:03:31,3.99
Mike,Hillyer,2005-08-20 03:07:47,2.99
Jon,Stephens,2005-08-20 03:12:43,0.99
Jon,Stephens,2005-08-20 03:26:10,2.99
Jon,Stephens,2005-08-20 03:29:28,4.99
Mike,Hillyer,2005-08-20 03:30:00,3.99
Mike,Hillyer,2005-08-20 03:30:25,4.99
Mike,Hillyer,2005-08-20 03:35:16,4.99
Mike,Hillyer,2005-08-20 03:39:15,2.99
Mike,Hillyer,2005-08-20 03:40:27,6.99
Mike,Hillyer,2005-08-20 03:41:23,2.99
Mike,Hillyer,2005-08-20 03:41:41,4.99
Jon,Stephens,2005-08-20 03:41:57,4.99
Jon,Stephens,2005-08-20 03:43:13,7.99
Mike,Hillyer,2005-08-20 03:44:26,1.99
Mike,Hillyer,2005-08-20 03:50:15,4.99
Jon,Stephens,2005-08-20 03:50:24,3.99
Mike,Hillyer,2005-08-20 03:53:16,4.99
Mike,Hillyer,2005-08-20 03:53:20,3.99
Mike,Hillyer,2005-08-20 03:58:41,8.99
Jon,Stephens,2005-08-20 03:58:51,9.99
Mike,Hillyer,2005-08-20 04:00:30,2.99
Jon,Stephens,2005-08-20 04:03:51,2.99
Jon,Stephens,2005-08-20 04:07:21,3.99
Jon,Stephens,2005-08-20 04:08:39,9.99
Mike,Hillyer,2005-08-20 04:09:50,2.99
Mike,Hillyer,2005-08-20 04:10:26,6.99
